,watershed_id,name,official_id,centroid_lat_deg_n,centroid_lon_deg_e,drainage_area_km2,drainage_area_gsim_km2,flag_gsim_boundaries,flag_artificial_boundaries,elevation_m,slope_deg,gravelius,perimeter,flag_shape_extraction,aspect_deg,flag_terrain_extraction,land_use_forest_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_water_frac_2010,land_use_urban_frac_2010,land_use_shrubs_frac_2010,land_use_crops_frac_2010,land_use_snow_ice_frac_2010,flag_land_use_extraction,logk_ice_x100,porosity_x100,flag_subsoil_extraction,year_from,year_to,record_length,agency,status,updated_official_basin,prcp,tmin,tmax,vp,swe,srad,high_prcp_freq,low_prcp_freq,high_prcp_duration,low_prcp_duration
679,2183,YUKON RIVER ABOVE FRANK CREEK,09AB009,61.43444,-135.1883,30800.0,29276.15,True,False,1157.0,12.5277,2.1522,1359.01,True,56.9667,True,48.97,29.37,0.02,7.17,0.27,9.92,0.0,4.279999999999999,True,-1400.0,10.0,True,1953,1994,42,WSC,D,False,771,-7.923,2.12,386.655,339.254,211.286,5,69,1.026,4.403
680,2180,WHEATON RIVER NEAR CARCROSS,09AA012,60.12778,-134.8836,864.4525,,False,False,1434.2,19.8046,1.6458,171.611,True,100.893,True,29.38,63.32,0.05,0.89,0.05,5.58,0.0,0.73,True,-1390.0,0.0,True,2011,2019,9,WSC,A,False,849,-9.582,0.23,353.155,423.944,221.285,6,69,1.036,4.302
681,2128,SOUKUP CREEK NEAR HEDLEY,08NL035,49.405,-120.2628,22.3,,False,True,1022.9,20.1662,,,False,45.9356,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1964,1979,16,WSC,D,False,538,-0.937,9.981,567.477,93.24,273.261,5,69,1.0,4.209
682,2125,SIMILKAMEEN RIVER AT PRINCETON,08NL007,49.4597,-120.5035,1810.79,,False,False,1569.0,15.8726,1.8613,279.369,True,34.401,True,70.42,14.6,0.16999999999999998,0.36,0.6,13.780000000000001,0.06,0.01,True,-1380.0,10.0,True,2011,2021,11,WSC,A,False,975,-1.956,8.071,534.89,288.55,308.543,4,65,1.0,4.058
683,10927,"CALAWAH RIVER NEAR FORKS, WA",12043000,47.96007697,-124.3929872,334.1068,,False,False,470.9,18.4394,1.2976,84.159,True,308.942,True,89.33,3.35,0.4,0.12,1.24,5.35,0.2,0.0,True,-1510.0,20.0,True,1897,2023,126,USGS,A,False,2985,4.014,12.88,847.755,15.215,245.928,3,48,1.0,3.884
684,2276,TROUT RIVER AT HIGHWAY NO. 1,10FA002,61.13981,-119.8431,9212.948,,False,False,519.1,1.9156,1.6267,554.313,True,42.341,True,85.14,0.8,4.21,7.9799999999999995,0.06,1.81,0.0,0.0,True,-1520.0,20.0,True,2002,2019,18,WSC,A,False,495,-8.703,2.975,422.166,149.125,202.821,6,72,1.058,4.988
685,11024,"GREEN CANYON CREEK NEAR LESTER, WA",12104700,47.21871995,-121.575653,8.3656,,False,False,895.2,24.0528,1.1927,12.164,True,248.6549,True,75.67,5.94,0.72,0.0,0.04,17.64,0.0,0.0,True,-1250.0,10.0,True,1960,1970,10,USGS,D,False,2024,-1.359,7.782,588.123,531.616,292.432,4,58,1.055,4.281
686,10970,"CRANBERRY CREEK NEAR SHELTON, WA",12075500,47.26648395,-123.0095943,39.3676,,False,False,89.2,2.1195,1.7327,36.784,True,194.7801,True,46.1,9.29,10.56,2.2800000000000002,8.63,23.14,0.0,0.0,True,-1300.0,20.0,True,1943,1951,8,USGS,D,False,1939,5.607,15.48,898.201,3.137,261.17,4,55,1.111,4.827
687,11324,"LITTLE PEND OREILLE RIVER NEAR COLVILLE, WA",12408300,48.46601359,-117.7491406,341.8767,,False,False,1065.2,9.3488,1.4405,93.514,True,265.7585,True,85.96000000000001,3.19,0.6,0.66,0.58,8.97,0.04,0.0,True,-1350.0,10.0,True,1958,1976,18,USGS,D,False,939,0.601,11.818,675.28,86.444,280.47,5,67,1.0,4.816
688,14205,JORDAN C BL EGAN DR NR AUKE BAY AK,15052475,58.3660622,-134.5778918,6.7339,,False,True,57.7,7.3504,,,False,273.0902,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1997,2005,8,USGS,A,False,2054,2.009,8.665,769.42,62.23,166.091,2,39,1.0,2.9
689,14109,"JOHNSON CREEK NEAR POULSBO, WA",12070050,47.73315,-122.6629276,6.5267,,False,True,48.4,3.8278,,,False,122.9171,True,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,True,,,False,1994,1996,2,USGS,D,False,1096,6.688,15.991,943.918,1.705,259.665,5,60,1.012,4.458
690,14126,"JENKINS CREEK NEAR AUBURN, WA",12110500,47.3398229,-122.129562,34.9647,,False,True,120.5,3.2526,,,False,243.1657,True,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,True,,,False,1984,1986,2,USGS,D,False,1425,6.047,15.472,952.089,3.657,256.579,4,54,1.0,3.952
691,14203,GOLD C AT JUNEAU AK,15050000,58.30661738,-134.403159,25.2782,,False,True,385.7,22.5059,,,False,274.8346,True,0.0,13.33,0.0,0.0,0.0,73.33,0.0,13.33,True,,,False,1916,2006,90,USGS,D,False,3358,-2.081,5.563,599.401,616.045,203.715,1,37,0.9,2.816
692,1470,HALFWAY RIVER NEAR FARRELL CREEK (LOWER STATION),07FA001,56.22778,-121.4806,9400.0,9394.519,True,False,1139.8,10.6949,1.7577,600.97,True,112.426,True,74.75,8.98,0.01,0.7799999999999999,0.11,13.83,1.51,0.04,True,-1450.0,10.0,True,1982,1983,2,WSC,D,False,713,-5.176,5.374,502.983,187.541,230.78,6,71,1.041,4.618
693,910,FISH CREEK AT BOW BOTTOM TRAIL,05BK003,50.90694,-114.0156,442.0,443.7538,True,False,1251.4,3.9903,2.0106,153.937,True,105.7787,True,35.75,6.529999999999999,0.04,0.5499999999999999,13.420000000000002,9.139999999999999,34.56,0.0,True,-1540.0,20.0,True,1989,1993,5,WSC,D,False,527,-2.942,10.249,539.536,47.583,275.51,6,75,1.005,5.641
694,891,CASCADE RIVER ABOVE LAKE MINNEWANKA,05BD005,51.2875,-115.5333,454.0,449.3079,True,False,2233.1,23.3083,1.7925,131.27,True,130.8722,True,41.980000000000004,53.1,0.13999999999999999,0.37,0.0,3.81,0.0,0.61,True,-1520.0,20.0,True,1973,1996,24,WSC,D,False,763,-7.524,3.615,408.256,261.862,297.701,5,66,1.005,4.055
695,904,NOSE CREEK NEAR THE MOUTH,05BH901,51.05,-114.0167,986.0,970.4903,True,False,1151.6,1.6131,1.3816,151.804,True,113.727,True,0.8099999999999999,10.97,0.12,1.96,19.919999999999998,1.1900000000000002,65.05,0.0,True,-1520.0,20.0,True,1980,1989,10,WSC,D,False,448,-2.698,10.192,530.713,33.436,272.385,6,77,1.0,5.998
696,892,MARMOT CREEK MAIN STEM NEAR SEEBE,05BF016,50.95054,-115.1529,9.0841,,False,False,2132.9,19.497,1.3524,14.356,True,122.923,True,64.67,27.93,0.32,0.0,0.0,7.090000000000001,0.0,0.0,True,-1520.0,20.0,True,2012,2013,2,WSC,D,False,857,-6.904,5.278,433.526,269.89,309.549,6,70,1.089,4.511
697,906,ELBOW RIVER ABOVE GLENMORE DAM,05BJ005,51.0,-114.1,1220.0,1169.986,True,False,1074.1,0.7885,1.8908,13.437,True,70.477,True,2.3,3.63,0.37,83.53,4.130000000000001,4.8500000000000005,1.18,0.0,True,-1520.0,20.0,True,1933,1977,45,WSC,D,False,701,-4.806,7.808,489.089,150.091,287.822,6,73,1.024,5.106
698,863,STREETER CREEK (MAIN STEM) NEAR NANTON,05AB030,50.12333,-114.0556,5.96,,False,True,1375.2,8.8986,,,False,32.6675,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1967,1969,2,WSC,D,False,559,-2.864,9.144,551.993,66.392,275.104,6,76,1.0,5.8
699,1471,HALFWAY RIVER ABOVE GRAHAM RIVER,07FA003,56.50894,-122.2432,3762.9629,,False,False,1286.7,12.9515,1.745,377.396,True,118.6345,True,68.06,12.67,0.01,0.79,0.01,17.02,1.35,0.1,True,-1450.0,20.0,True,2012,2021,10,WSC,A,False,765,-5.729,4.614,489.172,209.801,230.352,6,70,1.062,4.553
700,1472,GRAHAM RIVER ABOVE COLT CREEK,07FA005,56.45986,-122.3545,2137.0,,False,False,1358.4,15.2297,2.29,373.118,True,103.7607,True,77.71000000000001,14.85,0.0,0.5499999999999999,0.0,6.81,0.05,0.02,True,-1350.0,10.0,True,2011,2021,11,WSC,A,False,826,-5.78,4.396,485.546,233.828,234.102,6,70,1.068,4.424
701,895,CABIN CREEK NEAR SEEBE,05BF019,50.95917,-115.1667,2.12,,False,True,1794.5,11.5023,,,False,143.9971,True,72.72999999999999,27.27,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1971,1986,2,WSC,D,False,832,-6.482,5.812,444.204,216.628,303.29,6,70,1.067,4.5
702,922,RED DEER RIVER NEAR SUNDRE,05CA001,51.7,-114.8556,2490.0,2469.121,True,False,1938.2,15.2055,1.8755,339.357,True,90.5098,True,52.43,38.019999999999996,0.41000000000000003,0.69,0.47000000000000003,5.07,1.81,1.0999999999999999,True,-1530.0,20.0,True,1950,1973,24,WSC,D,False,760,-6.841,5.004,428.393,220.694,291.743,5,68,1.009,4.386
703,1473,HALFWAY RIVER NEAR FARRELL CREEK,07FA006,56.25075,-121.6285,9341.75,,False,False,1140.6,10.685,1.6913,576.276,True,112.6552,True,74.58,9.09,0.01,0.74,0.11,13.919999999999998,1.49,0.04,True,-1450.0,20.0,True,1981,2021,14,WSC,A,False,713,-5.18,5.369,502.919,187.586,230.778,6,71,1.041,4.616
704,1474,PINE RIVER AT EAST PINE,07FB001,55.71844,-121.2116,12126.4004,,False,False,1155.5,12.0677,1.9922,772.389,True,65.0539,True,79.21000000000001,8.799999999999999,0.09,1.0999999999999999,0.37,8.52,1.5,0.4,True,-1450.0,20.0,True,2011,2021,11,WSC,A,False,763,-3.967,6.223,534.19,177.898,236.574,5,68,1.025,4.158
705,856,PINCHER CREEK AT FRONT RANGE ROAD,05AA034,49.30934,-114.0751,24.0455,,False,False,1942.1,20.7483,1.5918,27.528,True,123.1992,True,45.26,47.29,0.0,0.0,0.36,7.1,0.0,0.0,True,-1639.9999999999998,10.0,True,2012,2021,10,WSC,A,False,1114,-3.284,5.973,561.857,286.467,294.476,6,70,1.0,4.47
706,893,MIDDLE FORK CREEK NEAR SEEBE,05BF017,50.95944,-115.1711,2.85,,False,True,1830.7,11.573,,,False,131.059,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1986,1986,1,WSC,D,False,898,-7.459,4.591,419.046,322.719,312.407,6,70,1.1,4.5
707,874,YARROW CREEK AT SPREAD EAGLE ROAD,05AD042,49.23194,-113.9608,47.9077,,False,False,1915.5,23.7168,1.3821,33.739,True,56.4216,True,34.239999999999995,53.580000000000005,0.0,0.0,1.37,7.32,3.5000000000000004,0.0,True,-1630.0,10.0,True,2012,2021,10,WSC,A,False,1190,-3.006,6.389,573.611,302.732,287.755,5,68,1.0,4.263
708,924,DEER CREEK (MAIN STEM) NEAR SUNDRE,05CA003,51.65694,-115.1333,5.44,,False,True,1421.6,6.7968,,,False,166.9281,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1966,1995,30,WSC,D,False,678,-5.536,7.445,463.396,115.592,287.166,6,72,1.0,5.0
709,855,KETTLES CREEK AT PINCHER CREEK,05AA033,49.49232,-113.9265,38.4268,,False,False,1267.3,2.6632,1.6285,35.594,True,38.4806,True,1.6199999999999999,8.99,1.23,1.16,4.61,2.17,80.2,0.0,True,-1520.0,20.0,True,2012,2022,11,WSC,A,False,607,-1.368,10.744,612.727,64.434,280.572,6,74,1.0,5.128
710,879,POTHOLE CREEK NEAR MAGRATH,05AE011,49.37667,-112.8892,374.0,364.592,True,False,1221.3,2.4215,1.5395,103.169,True,15.5056,True,0.29,69.24,1.03,2.2800000000000002,0.77,0.12,26.27,0.0,True,-1550.0,20.0,True,1914,1951,37,WSC,D,False,467,-1.662,11.48,566.155,46.613,291.618,6,80,1.001,6.743
711,858,TODD CREEK NEAR HIGHWAY NO.22,05AA909,49.76328,-114.2381,73.9835,,False,False,1633.2,11.7861,1.2742,38.629,True,111.8563,True,47.81,30.220000000000002,0.8999999999999999,0.0,1.08,18.279999999999998,1.71,0.0,True,-1590.0,20.0,True,2012,2022,10,WSC,A,False,659,-3.251,8.068,545.834,109.828,282.085,5,72,1.004,4.817
712,862,MEADOW CREEK NEAR THE MOUTH,05AB029,49.95413,-113.6635,130.2381,,False,False,1252.4,6.3022,1.6668,67.036,True,87.0648,True,15.049999999999999,62.89,1.0,0.1,1.53,7.090000000000001,12.33,0.0,True,-1520.0,20.0,True,2012,2021,10,WSC,A,False,500,-2.001,10.719,571.382,47.292,279.727,6,78,1.001,6.069
713,864,WILLOW CREEK AT SECONDARY NO. 532,05AB040,50.24177,-114.3512,65.3188,,False,False,1728.9,12.8709,1.3108,37.324,True,94.073,True,79.29,8.01,0.0,0.06,0.79,11.85,0.0,0.0,True,-1520.0,20.0,True,2012,2021,10,WSC,A,False,679,-4.254,7.275,513.103,114.468,284.427,6,72,1.006,4.915
714,865,WILLOW CREEK AT HIGHWAY NO. 811,05AB046,49.75476,-113.4073,2509.8584,,False,False,1262.0,5.7682,1.6076,283.798,True,118.6022,True,24.8,38.54,0.77,1.04,2.03,7.19,25.629999999999995,0.0,True,-1530.0,20.0,True,1999,2021,21,WSC,A,False,500,-2.237,10.533,559.963,50.398,280.979,6,78,1.0,5.991
715,866,SNAKE CREEK NEAR VULCAN,05AC030,50.47247,-112.914,349.9885,,False,False,992.3,1.2146,1.512,99.637,True,107.0497,True,0.01,3.56,0.08,1.03,3.56,0.13,91.63,0.0,True,-1600.0,10.0,True,2012,2021,10,WSC,A,False,397,-1.887,11.443,552.235,33.168,278.453,6,80,1.0,6.394
716,867,LITTLE BOW RIVER ABOVE TRAVERS RESERVOIR,05AC034,50.20417,-112.9778,3490.0697,,False,False,1034.6,1.2383,1.804,375.464,True,105.8134,True,0.79,9.229999999999999,0.29,2.33,3.4299999999999997,1.04,82.88,0.0,True,-1520.0,20.0,True,1992,2021,23,WSC,A,False,424,-1.841,11.746,558.456,33.503,278.722,6,79,1.0,6.266
717,868,LITTLE BOW RIVER AT HIGHWAY NO. 533,05AC930,50.35417,-113.5431,791.6734,,False,False,1026.4,0.6497,1.425,141.224,True,163.4672,True,0.09,1.17,0.03,4.05,3.92,0.25,90.49000000000001,0.0,True,-1520.0,20.0,True,1999,2021,19,WSC,A,False,428,-1.96,11.604,558.135,33.27,276.833,6,79,1.0,6.154
718,869,WATERTON RIVER NEAR WATERTON PARK,05AD003,49.11366,-113.8394,612.6766,,False,False,1838.1,22.5613,1.6875,147.343,True,287.0749,True,53.410000000000004,26.08,0.26,3.82,0.65,15.1,0.11,0.5700000000000001,True,-1520.0,10.0,True,2012,2021,10,WSC,A,False,1292,-3.079,7.09,563.168,352.986,297.6,5,65,1.004,3.979
719,871,STREET CREEK AT INTERNATIONAL BOUNDARY,05AD031,48.98889,-113.8778,14.0,,False,True,1597.6,20.338,,,False,270.9213,True,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1947,1955,9,WSC,D,False,1387,-3.414,6.465,553.491,386.288,309.379,5,66,1.0,4.021
720,875,COTTONWOOD CREEK NEAR TWIN BUTTE,05AD903,49.14306,-113.8472,34.2,,False,True,1359.6,3.9252,,,False,131.0325,True,31.580000000000002,68.42,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1982,1989,8,WSC,D,False,840,-1.777,9.613,612.842,131.827,284.694,5,70,1.0,4.545
721,921,NATURAL FLOW C NEAR BOW CITY,05BN024,50.37778,-112.2444,3.24,,False,True,767.8,0.429,,,False,122.8227,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1973,1984,12,WSC,D,False,338,-1.709,12.135,540.136,29.995,278.614,6,82,1.0,7.35
722,937,BLOCK CREEK NEAR LEEDALE,05CC010,52.57374,-114.5777,52.7617,,False,False,1029.3,3.2685,1.3752,35.151,True,84.0156,True,29.82,0.4,0.03,0.02,4.03,10.66,55.04,0.0,True,-1520.0,20.0,True,2012,2021,7,WSC,A,False,589,-3.839,9.18,528.296,70.976,259.097,5,70,1.0,4.608
723,938,WASKASOO CREEK AT RED DEER,05CC011,52.26849,-113.7999,486.6419,,False,False,929.3,1.1001,1.4827,115.102,True,329.3834,True,2.97,2.6100000000000003,0.15,2.4299999999999997,10.86,1.22,79.77,0.0,True,-1520.0,20.0,True,2012,2021,9,WSC,A,False,492,-3.132,9.577,542.508,55.462,262.471,6,74,1.0,5.216
724,939,TINDASTOLL CREEK NEAR MARKERVILLE,05CC012,52.11444,-114.1194,142.0,135.912,True,False,942.7,0.8234,1.585,65.766,True,181.9258,True,1.6099999999999999,1.05,0.02,0.3,3.51,0.49,93.01,0.0,True,-1520.0,20.0,True,1986,1995,10,WSC,D,False,511,-3.341,9.539,537.646,58.465,262.374,6,73,1.0,5.028
725,940,LASTHILL CREEK NEAR ECKVILLE,05CC013,52.36177,-114.4577,802.0605,,False,False,995.2,1.3387,1.4431,143.817,True,126.1858,True,17.76,3.15,0.03,0.9199999999999999,3.8899999999999997,6.43,67.82000000000001,0.0,True,-1520.0,20.0,True,2012,2021,7,WSC,A,False,551,-3.933,9.408,520.003,63.906,261.992,5,72,1.0,4.849
726,941,HAYNES CREEK NEAR HAYNES,05CD006,52.33191,-113.363,164.9916,,False,False,883.6,1.21,1.2687,57.345,True,117.5558,True,1.58,1.1900000000000002,0.5499999999999999,0.25,3.5999999999999996,1.38,91.45,0.0,True,-1520.0,20.0,True,2012,2021,9,WSC,A,False,486,-3.039,9.374,547.106,55.796,259.616,6,75,1.0,5.25
727,947,RAY CREEK NEAR INNISFAIL,05CE010,52.00117,-113.5997,44.3648,,False,False,961.4,2.0815,1.2701,29.772,True,107.6833,True,2.07,0.21,0.04,0.0,3.3300000000000005,0.67,93.69,0.0,True,-1520.0,20.0,True,2012,2021,10,WSC,A,False,490,-3.145,9.49,542.116,56.641,263.588,6,75,1.0,5.3
728,948,RENWICK CREEK NEAR THREE HILLS,05CE011,51.71784,-113.3611,58.8803,,False,False,910.7,1.9633,1.2896,34.83,True,98.9751,True,0.97,3.42,0.0,0.12,3.35,0.69,91.45,0.0,True,-1520.0,20.0,True,2012,2021,9,WSC,A,False,437,-3.074,10.115,529.991,44.534,266.961,6,79,1.0,6.062
729,1351,SNAKE INDIAN RIVER NEAR THE MOUTH,07AB002,53.15778,-118.0328,1580.0,1859.444,True,False,1937.7,18.8621,1.9221,268.822,True,102.6566,True,52.03,39.51,0.1,1.04,0.01,3.54,0.0,3.7699999999999996,True,-1520.0,20.0,True,1971,1971,1,WSC,D,False,737,-8.168,5.252,391.75,219.892,279.517,5,67,1.045,4.083
730,1364,MCLEOD RIVER ABOVE EMBARRAS RIVER,07AF002,53.47018,-116.6315,2561.5516,,False,False,1416.4,7.4321,2.0247,360.554,True,75.629,True,77.74,9.22,0.63,1.1199999999999999,1.77,9.25,0.27,0.0,True,-1530.0,20.0,True,2012,2021,9,WSC,A,False,624,-5.622,7.848,459.251,107.695,264.852,5,70,1.022,4.675
731,1397,WABASH CREEK NEAR PIBROCH,07BC007,54.21048,-113.9224,343.9683,,False,False,668.2,0.8269,1.4335,93.555,True,16.0274,True,5.7299999999999995,0.16,0.24,0.63,5.06,1.94,86.22999999999999,0.0,True,-1610.0000000000002,10.0,True,2012,2021,10,WSC,A,False,465,-3.07,8.768,555.404,65.155,244.68,6,76,1.0,5.224
732,964,PEYTO CREEK AT PEYTO GLACIER,05DA008,51.69361,-116.5356,23.6,,False,True,2373.1,23.5867,,,False,357.3895,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1967,1977,11,WSC,D,False,1130,-8.532,0.882,377.023,655.676,309.334,4,59,1.0,3.229
733,1347,ATHABASCA RIVER NEAR JASPER,07AA002,52.91019,-118.0587,3872.6994,,False,False,2030.7,20.5895,2.1964,480.963,True,247.638,True,45.72,33.61,0.21,1.79,0.38,2.91,0.0,15.39,True,-1520.0,20.0,True,2012,2021,9,WSC,A,False,774,-7.782,4.66,399.215,289.224,285.821,4,64,1.012,3.646
734,978,BRAZEAU RIVER BELOW CARDINAL RIVER,05DD007,52.88158,-116.5563,2601.4915,,False,False,2079.4,17.8022,2.0643,370.478,True,75.5041,True,47.339999999999996,46.56,0.24,1.11,0.16,2.45,0.0,2.1399999999999997,True,-1540.0,20.0,True,2012,2022,9,WSC,A,False,723,-8.071,4.924,394.537,206.653,284.252,5,68,1.015,4.255
735,1372,EMBARRAS RIVER NEAR WEALD,07AF014,53.37592,-116.8062,639.6551,,False,False,1155.4,3.8238,1.7284,153.804,True,76.5122,True,82.99,5.27,0.33,0.32,1.69,9.4,0.0,0.0,True,-1520.0,20.0,True,2012,2021,8,WSC,A,False,566,-4.414,8.934,492.728,75.604,258.367,5,71,1.007,4.757
736,970,PRAIRIE CREEK BELOW LICK CREEK,05DB005,52.25457,-115.2879,208.0306,,False,False,1429.3,8.0118,1.4274,72.448,True,73.3929,True,79.23,10.440000000000001,1.0,0.09,0.88,8.36,0.0,0.0,True,-1530.0,20.0,True,2012,2021,9,WSC,A,False,728,-5.165,7.929,483.764,107.007,269.079,5,68,1.004,4.428
737,1452,INGENIKA RIVER ABOVE SWANNELL RIVER,07EA004,56.73061,-125.105,4144.98,,False,False,1502.2,17.7225,1.8045,409.652,True,79.644,True,55.31,31.830000000000002,0.0,1.06,0.0,11.76,0.0,0.04,True,-1460.0,10.0,True,2011,2021,11,WSC,A,False,904,-7.621,3.838,423.998,344.47,249.171,4,58,1.029,3.194
738,1466,CHUCHINKA CREEK NEAR THE MOUTH,07EE009,54.52972,-122.6122,310.288,,False,False,964.1,7.4588,1.4099,87.41,True,335.2443,True,95.8,0.05,0.02,0.91,0.66,2.5700000000000003,0.0,0.0,True,-1260.0,10.0,True,2011,2022,12,WSC,A,False,781,-2.935,7.868,565.45,157.224,244.433,3,59,1.0,3.261
739,1363,ATHABASCA RIVER NEAR WINDFALL,07AE001,54.20753,-116.0632,19612.4855,,False,False,1594.9,12.9271,2.438,1201.368,True,71.771,True,65.95,21.77,0.3,1.38,1.0,5.7,0.0,3.9,True,-1520.0,20.0,True,1974,1991,17,WSC,A,False,667,-6.403,6.683,440.701,163.981,268.257,5,68,1.036,4.349
740,1391,CONNOR CREEK NEAR SANGUDO,07BB009,54.02306,-114.9442,165.0,165.6707,True,False,719.6,1.6114,1.4317,71.005,True,156.6253,True,26.1,0.5,0.16999999999999998,0.6,2.91,4.09,65.62,0.0,True,-1520.0,20.0,True,1975,1975,1,WSC,D,False,528,-3.62,9.076,542.994,77.29,245.196,6,73,1.001,5.011
741,951,KNEEHILLS CREEK NEAR LINDEN,05CE016,51.59167,-113.5139,642.0,641.8176,True,False,941.5,1.4252,1.4844,133.223,True,148.9053,True,1.87,11.93,0.06,1.5699999999999998,3.65,0.74,80.17999999999999,0.0,True,-1520.0,20.0,True,1967,1969,3,WSC,D,False,459,-3.071,9.924,534.146,48.717,266.321,6,77,1.0,5.784
742,1395,SHOAL CREEK NEAR LINARIA,07BC004,54.31389,-114.2011,442.0,487.5644,True,False,658.4,0.7003,1.6057,131.45,True,95.5747,True,13.600000000000001,0.13999999999999999,0.18,2.6599999999999997,2.97,1.77,78.67,0.0,True,-1520.0,20.0,True,1968,1978,10,WSC,D,False,475,-3.684,8.806,534.681,68.185,243.155,6,74,1.0,5.197
743,1375,ERITH RIVER BELOW HANLAN CREEK,07AF907,53.23556,-116.5653,595.0,567.6973,True,False,1173.4,3.6762,1.5943,138.705,True,45.444,True,82.96,2.78,0.31,0.25,1.8399999999999999,11.87,0.0,0.0,True,-1520.0,20.0,True,1984,1990,7,WSC,D,False,579,-4.499,8.871,492.146,76.324,258.995,5,70,1.0,4.656
744,962,SIFFLEUR RIVER NEAR THE MOUTH,05DA002,52.04417,-116.3839,515.0,508.5092,True,False,2289.6,23.1796,1.6986,136.114,True,299.7679,True,33.650000000000006,56.03,0.36,0.63,0.0,1.6,0.0,7.7299999999999995,True,-1520.0,20.0,True,1975,1996,14,WSC,A,False,880,-7.744,3.034,400.242,359.772,296.294,4,63,1.002,3.604
745,1350,WHIRLPOOL RIVER NEAR THE MOUTH,07AA009,52.72472,-117.9247,598.0,589.7959,True,False,2000.3,21.8762,1.8534,159.218,True,135.2927,True,42.480000000000004,33.629999999999995,0.24,1.26,0.09,2.64,0.0,19.67,True,-1520.0,20.0,True,1971,1972,2,WSC,D,False,824,-7.737,4.78,403.07,322.54,288.937,4,62,1.002,3.494
746,979,CARDINAL RIVER NEAR THE MOUTH,05DD008,52.86778,-116.5953,495.0,488.8826,True,False,1847.0,12.0354,2.0958,163.839,True,85.9884,True,70.78999999999999,23.43,0.06999999999999999,0.6,0.44,4.64,0.0,0.03,True,-1570.0,20.0,True,1971,1971,1,WSC,D,False,703,-7.411,6.121,411.309,158.683,278.307,5,69,1.014,4.495
747,1389,LOBSTICK RIVER NEAR STYAL,07BB003,53.6125,-115.1056,1570.0,1529.587,True,False,848.6,1.318,1.6866,230.196,True,47.3518,True,53.64,0.73,0.13999999999999999,5.43,2.64,5.1,32.31,0.0,True,-1520.0,20.0,True,1954,1986,33,WSC,D,False,566,-3.769,9.236,538.051,85.024,249.952,6,72,1.02,4.8
748,1451,KWADACHA RIVER NEAR WARE,07EA002,57.45,-125.6375,2410.0,2553.565,True,False,1492.4,20.3175,1.9609,342.642,True,264.6027,True,54.269999999999996,27.74,0.01,1.68,0.0,12.879999999999999,0.0,3.42,True,-1490.0,20.0,True,1960,1998,35,WSC,D,False,799,-7.615,3.439,432.438,218.216,225.612,5,67,1.164,4.249
749,967,CLEARWATER RIVER NEAR ROCKY MOUNTAIN HOUSE,05DB001,52.34444,-114.9361,3220.0,3169.792,True,False,1595.2,10.5848,2.0483,409.956,True,81.0171,True,62.480000000000004,21.46,0.37,0.91,1.38,5.6000000000000005,7.290000000000001,0.51,True,-1540.0,20.0,True,1971,1972,2,WSC,D,False,711,-5.724,6.964,463.613,150.076,276.701,5,68,1.003,4.445
750,1458,MESILINKA RIVER ABOVE GOPHERHOLE CREEK,07EC003,56.245,-124.6447,3060.0,3085.143,True,False,1414.5,16.7104,2.0837,400.614,True,97.9554,True,71.27,20.669999999999998,0.0,1.15,0.0,6.510000000000001,0.0,0.41000000000000003,True,-1470.0,10.0,True,2011,2022,12,WSC,A,False,862,-7.086,3.926,437.523,308.319,248.189,4,61,1.037,3.347
751,966,SILVERHORN CREEK NEAR THE MOUTH,05DA010,51.79992,-116.5839,21.0292,,False,False,2407.2,26.8074,1.4841,23.956,True,285.3693,True,16.81,68.16,0.49,0.09,0.22,0.0,0.0,14.219999999999999,True,-1520.0,20.0,True,2012,2022,10,WSC,A,False,986,-7.839,2.405,396.282,458.192,309.329,4,61,1.0,3.309
752,973,NORTH SASKATCHEWAN RIVER BELOW TERSHISHNER CREEK,05DC007,52.3,-116.3167,3890.0,3828.608,True,False,2143.2,21.6409,1.7797,392.636,True,202.7345,True,39.65,42.52,0.5,2.76,0.18,1.34,0.0,13.04,True,-1520.0,20.0,True,1953,1968,14,WSC,D,False,847,-7.184,3.937,415.253,323.222,288.722,4,64,1.002,3.69
